Time,ECG,PCG,PPG
13960,505,815,38623
13970,507,832,38613
13980,508,812,38599
13990,506,807,38589
14000,508,808,38570
14010,507,827,38589
14020,504,812,38598
14030,504,823,38595
14040,500,823,38596
14050,500,844,38606
14060,500,828,38610
14070,498,760,38620
14080,501,746,38615
14090,499,697,38641
14100,501,715,38643
14110,503,683,38643
14120,502,710,38642
14130,505,761,38641
14140,499,755,38614
14150,500,835,38602
14160,499,808,38604
14170,499,833,38614
14180,499,818,38604
14190,498,825,38606
14200,501,799,38600
14210,502,824,38598
14220,501,782,38609
14230,503,818,38615
14240,502,796,38619
14250,505,805,38621
14260,507,826,38622
14270,503,835,38613
14280,509,812,38612
14290,509,829,38591
14300,510,838,38575
14310,512,808,38581
14320,510,830,38594
14330,514,835,38588
14340,513,817,38594
14350,514,807,38602
14360,518,813,38600
14370,514,787,38601
14380,524,786,38627
14390,522,735,38630
14400,525,692,38635
14410,527,690,38650
14420,523,706,38645
14430,530,733,38629
14440,525,760,38625
14450,524,786,38602
14460,530,812,38598
14470,521,844,38606
14480,530,811,38599
14490,523,832,38604
14500,522,864,38605
14510,528,812,38597
14520,519,840,38597
14530,526,807,38613
14540,518,794,38611
14550,522,763,38611
14560,526,831,38622
14570,518,877,38614
14580,525,768,38612
14590,522,733,38597
14600,518,831,38567
14610,527,793,38583
14620,517,828,38585
14630,524,905,38593
14640,520,777,38585
14650,515,830,38597
14660,525,806,38606
14670,515,829,38606
14680,519,770,38621
14690,518,684,38629
14700,509,718,38636
14710,521,708,38642
14720,509,683,38649
14730,515,760,38643
14740,513,700,38623
14750,505,757,38597
14760,514,865,38604
14770,501,872,38609
14780,507,772,38608
14790,501,808,38597
14800,495,813,38597
14810,505,799,38590
14820,496,800,38598
14830,507,833,38609
14840,506,760,38618
14850,507,753,38614
14860,517,791,38606
14870,514,796,38603
14880,515,825,38621
14890,522,850,38589
14900,514,821,38568
14910,528,801,38584
14920,518,843,38583
14930,518,832,38591
14940,521,806,38595
14950,510,809,38591
14960,517,847,38604
14970,510,763,38598
14980,511,751,38626
14990,518,716,38642
15000,508,701,38636
15010,518,712,38635
15020,509,712,38629
15030,508,730,38634
15040,518,742,38616
15050,503,814,38597
15060,515,784,38597
15070,508,822,38601
15080,509,825,38597
15090,518,817,38597
15100,504,822,38598
15110,509,813,38597
15120,493,819,38591
15130,489,828,38605
15140,486,780,38611
15150,466,714,38597
15160,478,822,38610
15170,497,802,38608
15180,498,837,38613
15190,512,800,38589
15200,494,849,38565
15210,494,819,38577
15220,492,823,38583
15230,488,811,38585
15240,501,805,38592
15250,494,834,38588
15260,499,774,38616
15270,492,784,38614
15280,478,762,38615
15290,493,710,38642
15300,484,683,38634
15310,491,718,38634
15320,493,693,38635
15330,490,699,38630
15340,507,738,38614
15350,502,818,38610
15360,511,807,38599
15370,511,818,38598
15380,505,852,38589
15390,514,797,38597
15400,508,801,38598
15410,508,834,38592
15420,509,835,38589
15430,507,786,38617
15440,523,792,38608
15450,525,708,38600
15460,521,790,38609
15470,521,834,38608
15480,512,800,38612
15490,514,805,38591
15500,513,787,38568
15510,514,797,38587
15520,531,822,38583
15530,522,814,38600
15540,522,815,38591
15550,517,836,38595
15560,513,820,38616
15570,511,771,38603
15580,499,788,38623
15590,501,707,38633
15600,496,727,38631
15610,494,687,38646
15620,502,722,38637
15630,498,749,38636
15640,503,763,38610
15650,503,808,38598
15660,503,837,38604
15670,507,847,38597
15680,501,815,38603
15690,503,814,38590
15700,506,821,38597
15710,503,842,38586
15720,508,784,38599
15730,504,807,38612
15740,508,790,38614
15750,508,825,38611
15760,503,805,38614
15770,507,833,38619
15780,506,804,38610
15790,509,798,38582
15800,510,795,38582
15810,506,822,38584
15820,512,832,38596
15830,509,806,38588
15840,510,819,38587
15850,513,826,38602
15860,510,791,38609
15870,512,781,38607
15880,509,784,38633
15890,510,688,38635
15900,515,676,38635
15910,511,703,38637
15920,513,672,38631
15930,515,744,38632
15940,514,766,38614
15950,516,816,38604
15960,512,797,38598
15970,515,839,38604
15980,513,821,38600
15990,512,817,38600
16000,516,813,38590
16010,512,824,38589
16020,516,839,38592
16030,515,789,38611
16040,515,754,38608
16050,520,740,38607
16060,516,804,38616
16070,516,804,38605
16080,515,815,38619
16090,510,819,38588
16100,514,822,38575
16110,511,799,38587
16120,514,805,38591
16130,516,807,38599
16140,513,815,38582
16150,516,810,38591
16160,514,839,38607
16170,515,889,38591
16180,519,752,38616
16190,513,660,38632
16200,518,689,38632
16210,515,722,38636
16220,518,747,38630
16230,518,747,38627
16240,514,746,38616
16250,519,803,38599
16260,513,791,38602
16270,514,823,38598
16280,516,844,38603
16290,511,848,38604
16300,517,813,38598
16310,514,810,38598
16320,517,813,38586
16330,520,826,38608
16340,514,789,38617
16350,521,725,38607
16360,518,799,38610
16370,516,856,38615
16380,523,795,38613
16390,519,739,38588
16400,522,759,38569
16410,520,795,38578
16420,517,812,38591
16430,520,839,38590
16440,516,798,38593
16450,517,819,38587
16460,515,836,38607
16470,513,812,38600
16480,513,728,38595
16490,509,716,38618
16500,509,667,38632
16510,508,680,38643
16520,498,724,38644
16530,498,690,38629
16540,491,705,38627
16550,486,789,38600
16560,481,791,38594
16570,475,848,38594
16580,475,678,38609
16590,470,786,38595
16600,469,726,38593
16610,469,817,38596
16620,469,808,38597
16630,473,787,38612
16640,472,642,38608
16650,477,721,38612
16660,477,596,38606
16670,479,818,38617
16680,486,808,38619
16690,488,847,38607
16700,488,799,38584
16710,494,822,38579
16720,493,802,38580
16730,496,814,38582
16740,496,814,38583
16750,497,783,38592
16760,501,796,38596
16770,500,806,38597
16780,508,778,38604
16790,509,714,38619
16800,511,678,38628
16810,516,671,38634
16820,516,685,38646
16830,518,731,38636
16840,520,702,38628
16850,519,752,38615
16860,523,840,38595
16870,520,802,38595
16880,522,824,38604
16890,524,790,38600
16900,525,819,38595
16910,532,805,38596
16920,531,840,38596
16930,535,774,38600
16940,532,782,38609
16950,533,773,38609
16960,539,740,38611
16970,535,794,38618
16980,535,827,38618
16990,537,829,38609
17000,539,821,38584
17010,541,816,38565
17020,540,803,38577
17030,540,839,38587
17040,542,779,38591
17050,538,801,38589
17060,540,852,38598
17070,535,807,38606
17080,532,758,38601
17090,535,773,38607
17100,531,730,38628
17110,536,689,38637
17120,532,729,38645
17130,532,722,38639
17140,532,736,38635
17150,523,771,38617
17160,524,785,38611
17170,518,805,38599
17180,511,835,38606
17190,508,774,38601
17200,498,815,38604
17210,485,821,38605
17220,468,805,38596
17230,455,792,38602
17240,444,792,38606
17250,429,808,38616
17260,432,740,38606
17270,427,794,38603
17280,424,798,38616
17290,429,862,38617
17300,429,787,38590
17310,435,809,38566
17320,439,791,38571
17330,441,811,38586
17340,449,793,38593
17350,451,807,38589
17360,457,797,38601
17370,463,799,38603
17380,466,784,38602
17390,471,738,38605
17400,476,691,38636
17410,482,690,38638
17420,487,699,38643
17430,489,698,38641
17440,498,728,38644
17450,497,732,38630
17460,506,784,38605
17470,513,815,38596
17480,518,828,38601
17490,520,830,38604
17500,522,781,38608
17510,528,796,38606
17520,534,817,38604
17530,537,802,38600
17540,541,771,38612
17550,544,796,38613
17560,551,714,38605
17570,557,792,38612
17580,560,806,38612
17590,562,825,38610
17600,559,811,38593
17610,559,781,38563
17620,564,783,38583
17630,556,789,38575
17640,560,822,38589
17650,559,784,38584
17660,560,837,38600
17670,564,778,38611
17680,559,774,38608
17690,561,776,38600
17700,561,721,38624
17710,560,692,38641
17720,562,678,38645
17730,557,698,38646
17740,558,687,38627
17750,555,754,38630
17760,554,779,38617
17770,556,808,38599
17780,549,783,38608
17790,552,809,38598
17800,547,782,38595
17810,545,833,38599
17820,543,810,38601
17830,539,789,38604
17840,541,790,38609
17850,540,768,38621
17860,536,763,38611
17870,536,798,38612
17880,535,831,38612
17890,532,788,38616
17900,530,786,38601
17910,530,790,38581
17920,532,817,38569
17930,528,809,38580
17940,529,801,38594
17950,528,819,38588
17960,522,797,38595
17970,525,795,38598
17980,523,791,38602
17990,522,786,38611
18000,523,694,38614
18010,518,693,38650
18020,519,657,38644
18030,515,712,38644
18040,513,689,38637
18050,515,725,38639
18060,510,761,38615
18070,510,789,38596
18080,509,796,38599
18090,507,803,38603
18100,507,812,38598
18110,501,808,38604
18120,504,817,38601
18130,500,789,38600
18140,496,837,38596
18150,498,767,38614
18160,494,758,38610
18170,493,794,38612
18180,492,811,38614
18190,490,785,38610
18200,488,807,38606
18210,484,807,38582
18220,479,778,38587
18230,479,803,38589
18240,476,801,38594
18250,482,809,38596
18260,478,822,38590
18270,480,809,38607
18280,481,824,38611
18290,481,741,38606
18300,482,699,38626
18310,484,701,38646
18320,489,695,38646
18330,486,677,38644
18340,483,701,38633
18350,487,722,38636
18360,484,786,38604
18370,485,820,38598
18380,491,797,38609
18390,486,811,38601
18400,490,801,38601
18410,489,801,38605
18420,489,791,38594
18430,491,818,38608
18440,490,798,38608
18450,492,812,38616
18460,490,731,38614
18470,493,803,38609
18480,497,811,38618
18490,496,769,38616
18500,498,809,38611
18510,498,792,38583
18520,495,822,38580
18530,499,798,38586
18540,498,811,38589
18550,501,822,38592
18560,504,834,38592
18570,504,788,38608
18580,506,815,38600
18590,502,813,38602
18600,506,712,38630
18610,509,707,38639
18620,508,707,38645
18630,510,720,38638
18640,508,706,38635
18650,512,727,38636
18660,515,785,38600
18670,514,825,38604
18680,519,812,38599
18690,516,812,38608
18700,519,791,38603
18710,523,825,38602
18720,520,791,38604
18730,525,810,38595
18740,522,811,38604
18750,524,794,38613
18760,524,746,38616
18770,521,814,38616
18780,522,795,38621
18790,519,799,38616
18800,517,808,38605
18810,519,798,38572
18820,517,834,38585
18830,519,788,38579
18840,517,819,38596
18850,518,799,38595
18860,521,817,38586
18870,520,775,38606
18880,519,812,38610
18890,516,766,38595
18900,514,734,38622
18910,516,703,38646
18920,512,688,38643
18930,518,682,38640
18940,514,720,38638
18950,512,728,38627
18960,513,788,38602
18970,510,813,38592
18980,511,787,38602
18990,507,796,38601
19000,504,808,38601
19010,507,829,38604
19020,504,803,38604
19030,504,795,38605
19040,503,806,38605
19050,499,796,38620
19060,501,739,38611
19070,493,803,38614
19080,494,810,38619
19090,492,795,38613
19100,489,800,38600
19110,493,800,38581
19120,491,812,38580
19130,485,808,38591
19140,488,804,38596
19150,487,801,38588
19160,492,829,38592
19170,488,776,38595
19180,484,801,38608
19190,486,787,38606
19200,486,706,38619
19210,488,674,38635
19220,489,688,38638
19230,490,682,38639
19240,493,707,38635
19250,495,721,38637
19260,494,779,38605
19270,492,817,38600
19280,496,814,38602
19290,496,804,38595
19300,492,814,38611
19310,496,815,38596
19320,493,798,38595
19330,492,775,38605
19340,494,799,38616
19350,491,756,38608
19360,497,752,38609
19370,496,784,38614
19380,494,787,38614
19390,500,807,38619
19400,497,794,38594
19410,502,835,38570
19420,502,806,38585
19430,501,814,38587
19440,503,796,38587
19450,501,824,38591
19460,504,796,38599
19470,504,811,38607
19480,504,779,38609
19490,508,738,38608
19500,508,722,38621
19510,510,680,38648
19520,510,677,38639
19530,511,698,38641
19540,516,704,38637
19550,515,681,38637
19560,517,822,38594
19570,518,771,38595
19580,517,809,38601
19590,521,785,38598
19600,520,806,38604
19610,522,790,38609
19620,526,818,38602
19630,523,811,38602
19640,526,802,38617
19650,521,742,38615
19660,523,726,38610
19670,524,823,38612
19680,519,790,38620
19690,522,817,38613
19700,517,826,38586
19710,516,805,38569
19720,516,773,38580
19730,512,827,38589
19740,514,762,38597
19750,512,813,38594
19760,510,776,38602
19770,508,800,38606
19780,506,764,38604
19790,507,757,38628
19800,509,696,38626
19810,506,705,38635
19820,507,696,38637
19830,503,681,38636
19840,507,733,38637
19850,506,735,38624
19860,502,810,38603
19870,503,807,38599
19880,498,808,38598
19890,500,782,38600
19900,501,818,38597
19910,498,790,38593
19920,500,788,38598
19930,497,797,38599
19940,496,783,38609
19950,493,743,38617
19960,493,707,38609
19970,493,813,38621
19980,488,812,38616
19990,486,820,38606
20000,486,791,38592
20010,482,830,38578
20020,484,800,38591
20030,482,809,38586
20040,480,821,38592
20050,480,797,38590
20060,478,801,38602
20070,480,799,38611
20080,475,795,38604
20090,474,723,38612
20100,478,702,38635
20110,476,700,38640
20120,481,699,38641
20130,478,701,38629
20140,477,704,38636
20150,480,765,38620
20160,476,796,38598
20170,478,803,38594
20180,481,816,38599
20190,481,762,38601
20200,483,803,38598
20210,481,805,38604
20220,487,825,38600
20230,489,812,38598
20240,491,805,38608
20250,494,764,38613
20260,496,748,38607
20270,502,782,38611
20280,505,788,38610
20290,503,814,38617
20300,506,787,38592
20310,508,805,38581
20320,510,808,38580
20330,511,795,38591
20340,512,791,38604
20350,519,818,38584
20360,518,800,38598
20370,519,815,38610
20380,521,773,38593
20390,521,705,38619
20400,527,677,38638
20410,523,693,38635
20420,526,684,38645
20430,529,721,38634
20440,524,712,38635
20450,528,770,38613
20460,525,817,38590
20470,528,781,38602
20480,525,804,38597
20490,523,818,38601
20500,529,789,38598
20510,527,786,38601
20520,527,845,38594
20530,527,776,38600
20540,526,789,38617
20550,528,768,38610
20560,526,803,38614
20570,526,779,38614
20580,527,816,38623
20590,528,800,38603
20600,530,792,38579
20610,530,832,38579
20620,527,801,38589
20630,530,794,38596
20640,525,817,38594
20650,528,800,38597
20660,527,813,38609
20670,523,800,38608
20680,523,745,38603
20690,522,703,38626
20700,524,701,38646
20710,523,690,38640
20720,520,697,38647
20730,520,707,38645
20740,518,707,38636
20750,518,783,38616
20760,515,794,38599
20770,514,825,38606
20780,516,799,38617
20790,516,800,38608
20800,516,786,38596
20810,514,824,38604
20820,513,805,38596
20830,513,780,38620
20840,512,781,38606
20850,514,764,38608
20860,514,825,38616
20870,512,782,38616
20880,513,802,38617
20890,511,807,38602
20900,510,786,38576
20910,513,766,38579
20920,509,823,38584
20930,510,802,38591
20940,507,779,38589
20950,509,797,38593
20960,512,794,38611
20970,510,787,38609
20980,511,758,38604
20990,509,712,38627
21000,509,693,38633
21010,512,690,38640
21020,510,684,38641
21030,512,715,38641
21040,511,719,38635
21050,509,771,38616
21060,508,807,38603
21070,508,809,38600
21080,511,792,38604
21090,510,799,38603
21100,506,802,38602
21110,510,820,38602
21120,508,802,38600
21130,511,771,38613
21140,508,760,38614
21150,507,768,38618
21160,508,787,38614
21170,503,812,38614
21180,503,814,38615
21190,504,796,38592
21200,502,772,38578
21210,504,817,38582
21220,500,813,38587
21230,502,818,38592
21240,504,796,38592
21250,501,799,38591
21260,503,819,38606
21270,502,763,38601
21280,501,743,38611
21290,501,717,38622
21300,502,699,38636
21310,506,663,38640
21320,504,711,38643
21330,503,715,38635
21340,507,746,38629
21350,504,752,38607
21360,508,791,38598
21370,506,800,38599
21380,507,821,38602
21390,507,804,38594
21400,507,798,38601
21410,506,802,38598
21420,507,791,38601
21430,506,808,38604
21440,508,790,38610
21450,504,764,38606
21460,507,704,38601
21470,505,802,38615
21480,504,794,38622
21490,507,818,38593
21500,501,799,38581
21510,502,816,38585
21520,503,804,38583
21530,499,751,38587
21540,502,803,38593
21550,501,790,38600
21560,504,807,38605
21570,504,778,38598
21580,508,764,38607
21590,509,697,38635
21600,507,716,38641
21610,509,682,38643
21620,509,703,38642
21630,506,695,38644
21640,507,712,38628
21650,504,768,38609
21660,504,809,38592
21670,503,807,38600
21680,503,805,38604
21690,506,804,38602
21700,503,783,38597
21710,502,790,38611
21720,502,828,38602
21730,504,801,38609
21740,504,785,38613
21750,503,754,38614
21760,504,670,38618
21770,505,854,38614
21780,499,801,38625
21790,504,851,38595
21800,502,809,38573
21810,505,806,38579
21820,507,795,38585
21830,505,833,38587
21840,507,809,38591
21850,506,810,38590
21860,504,774,38605
21870,507,792,38601
21880,507,813,38607
21890,507,728,38621
21900,509,686,38634
21910,512,605,38641
21920,510,682,38639
21930,508,585,38633
21940,510,743,38631
21950,510,805,38604
21960,507,846,38591
21970,512,854,38605
21980,507,808,38602
21990,508,773,38604
22000,508,847,38607
22010,509,810,38593
22020,509,810,38600
22030,506,796,38605
22040,508,778,38607
22050,507,660,38609
22060,508,711,38609
22070,507,817,38606
22080,504,794,38620
22090,504,805,38603
22100,504,779,38577
22110,503,809,38565
22120,505,791,38587
22130,506,797,38588
22140,507,803,38588
22150,507,808,38593
22160,506,796,38606
22170,508,796,38605
22180,505,788,38599
22190,505,768,38628
22200,507,682,38639
22210,506,698,38644
22220,509,681,38648
22230,507,694,38630
22240,509,680,38640
22250,509,787,38619
22260,505,831,38591
22270,505,789,38605
22280,504,829,38602
22290,503,788,38604
22300,504,798,38600
22310,503,789,38604
22320,507,806,38587
22330,503,753,38611
22340,505,774,38617
22350,505,785,38606
22360,501,799,38621
22370,502,803,38605
22380,504,803,38620
22390,503,801,38599
22400,505,821,38588
22410,501,781,38560
22420,503,798,38587
22430,504,813,38597
22440,504,804,38600
22450,506,784,38593
22460,506,815,38597
22470,505,773,38612
22480,507,772,38604
22490,505,738,38622
22500,510,715,38641
22510,509,692,38636
22520,511,702,38641
22530,510,707,38639
22540,510,726,38628
22550,512,742,38625
22560,507,820,38605
22570,510,818,38597
22580,510,788,38602
22590,507,796,38594
22600,508,804,38603
22610,505,819,38601
22620,505,759,38607
22630,504,835,38609
22640,503,783,38615
22650,507,816,38613
22660,506,791,38623
22670,503,829,38613
22680,506,771,38611
22690,504,830,38614
22700,506,799,38594
22710,506,818,38592
22720,508,807,38578
22730,511,784,38595
22740,507,859,38601
22750,506,789,38595
22760,510,807,38597
22770,507,787,38615
22780,512,794,38609
22790,506,730,38630
22800,513,703,38637
22810,512,702,38638
22820,509,754,38650
22830,511,745,38633
22840,507,698,38636
22850,506,726,38617
22860,506,831,38607
22870,505,843,38606
22880,509,815,38607
22890,506,805,38598
22900,507,839,38599
22910,507,832,38605
22920,505,795,38596
22930,509,811,38596
22940,504,845,38611
22950,507,789,38616
22960,507,720,38605
22970,508,842,38610
22980,507,851,38610
22990,508,811,38609
23000,506,797,38597
23010,507,805,38572
23020,507,839,38583
23030,505,811,38583
23040,505,815,38600
23050,502,854,38585
23060,505,818,38594
23070,499,783,38610
23080,505,814,38604
23090,502,749,38608
23100,505,716,38629
23110,505,709,38639
23120,504,681,38634
23130,505,667,38636
23140,506,739,38630
23150,504,722,38627
23160,503,798,38610
23170,500,809,38598
23180,504,810,38601
23190,505,795,38600
23200,504,818,38596
23210,506,836,38602
23220,503,852,38594
23230,503,811,38601
23240,504,790,38596
23250,506,786,38614
23260,506,775,38606
23270,502,803,38616
23280,507,779,38616
23290,508,814,38607
23300,504,818,38608
23310,507,814,38583
23320,504,782,38589
23330,504,832,38583
23340,504,836,38601
23350,503,792,38594
23360,506,753,38589
23370,504,821,38604
23380,507,829,38610
23390,508,783,38601
23400,507,680,38622
23410,508,682,38640
23420,507,679,38642
23430,510,706,38642
23440,510,687,38640
23450,507,732,38642
23460,511,787,38601
23470,506,793,38597
23480,510,799,38600
23490,510,788,38599
23500,509,809,38600
23510,512,790,38602
23520,508,776,38596
23530,509,769,38597
23540,510,811,38603
23550,507,821,38624
23560,510,748,38615
23570,509,813,38612
23580,508,797,38615
23590,512,815,38616
23600,507,801,38602
23610,508,808,38579
23620,503,816,38582
23630,503,798,38592
23640,505,777,38588
23650,501,823,38604
23660,504,799,38590
23670,504,797,38602
23680,502,776,38596
23690,502,777,38596
23700,501,671,38621
23710,504,710,38647
23720,504,685,38634
23730,505,702,38642
23740,506,705,38629
23750,501,711,38629
23760,502,799,38608
23770,502,788,38594
23780,500,817,38597
23790,501,802,38599
23800,501,796,38600
23810,500,779,38598
23820,501,825,38595
23830,500,787,38606
23840,503,799,38606
23850,502,762,38615
23860,503,746,38613
23870,504,808,38613
23880,503,787,38610
23890,504,805,38612
23900,502,815,38600
23910,502,802,38587
23920,504,768,38577
23930,501,819,38583
23940,504,803,38584
23950,503,810,38582
23960,504,781,38598
23970,505,796,38602
23980,503,780,38604
23990,504,778,38613
24000,503,713,38608
24010,505,704,38639
24020,507,701,38643
24030,505,686,38645
24040,508,724,38638
24050,507,688,38633
24060,509,762,38616
24070,509,797,38598
24080,507,789,38603
24090,510,780,38601
24100,510,819,38598
24110,508,793,38601
24120,510,792,38598
24130,505,824,38601
24140,510,826,38609
24150,506,798,38618
24160,508,785,38618
24170,509,705,38608
24180,507,848,38623
24190,506,801,38614
24200,507,800,38620
24210,507,846,38588
24220,507,852,38583
24230,505,808,38583
24240,505,804,38589
24250,507,858,38585
24260,506,819,38590
24270,508,807,38597
24280,505,798,38605
24290,509,844,38610
24300,510,749,38619
24310,509,701,38637
24320,511,700,38644
24330,511,772,38651
24340,509,692,38642
24350,512,710,38640
24360,510,772,38631
24370,513,819,38607
24380,510,792,38597
24390,508,813,38603
24400,507,823,38608
24410,509,847,38600
24420,512,802,38599
24430,509,799,38599
24440,512,829,38591
24450,511,826,38619
24460,514,791,38617
24470,514,789,38611
24480,511,837,38620
24490,512,815,38612
24500,513,823,38616
24510,511,830,38596
24520,515,831,38580
24530,512,820,38574
24540,510,793,38584
24550,515,819,38582
24560,510,796,38593
24570,515,847,38590
24580,514,823,38600
24590,511,835,38607
24600,516,777,38615
24610,510,729,38623
24620,512,718,38639
24630,509,734,38647
24640,508,699,38642
24650,514,720,38643
24660,509,751,38634
24670,510,751,38614
24680,511,799,38592
24690,509,820,38602
24700,512,843,38604
24710,508,815,38603
24720,509,802,38603
24730,508,831,38596
24740,504,856,38600
24750,506,790,38602
24760,506,781,38611
24770,505,817,38610
24780,508,790,38616
24790,506,765,38611
24800,508,822,38612
24810,511,836,38609
24820,509,818,38588
24830,511,779,38576
24840,504,806,38580
24850,510,840,38590
24860,507,807,38601
24870,508,792,38588
24880,508,837,38600
24890,504,836,38604
24900,511,770,38610
24910,507,723,38634
24920,507,729,38648
24930,512,706,38636
24940,508,706,38641
24950,509,702,38629
24960,508,747,38641
24970,508,743,38615
24980,509,808,38601
24990,510,844,38607
25000,509,848,38600
25010,510,797,38607
25020,510,793,38598
25030,512,842,38604
25040,511,781,38591
25050,513,798,38606
25060,514,760,38611
25070,515,769,38610
25080,513,774,38628
25090,511,819,38620
25100,515,845,38621
25110,513,841,38607
25120,510,825,38590
25130,513,800,38575
25140,512,798,38581
25150,512,830,38595
25160,512,840,38598
25170,509,807,38589
25180,508,812,38606
25190,509,799,38610
25200,509,798,38603
25210,509,720,38620
25220,510,728,38643
25230,512,724,38647
25240,510,688,38631
25250,510,679,38635
25260,510,779,38633
25270,509,795,38599
25280,509,794,38591
25290,509,801,38612
25300,510,810,38604
25310,509,795,38599
25320,505,804,38600
25330,509,814,38597
25340,504,806,38597
25350,504,791,38609
25360,507,776,38620
25370,507,760,38616
25380,506,798,38611
25390,508,797,38608
25400,505,801,38618
25410,508,782,38600
25420,505,805,38567
25430,505,803,38591
25440,507,844,38589
25450,502,838,38599
25460,505,830,38591
25470,501,831,38600
25480,502,801,38609
25490,503,802,38609
25500,503,792,38609
25510,505,789,38635
25520,502,695,38639
25530,504,714,38639
25540,504,713,38642
25550,502,739,38636
25560,501,748,38632
25570,497,742,38615
25580,499,796,38591
25590,502,801,38601
25600,498,843,38599
25610,500,782,38597
25620,499,839,38606
25630,497,808,38600
25640,496,787,38603
25650,496,792,38601
25660,500,807,38619
25670,499,728,38622
25680,499,808,38621
25690,499,781,38622
25700,497,801,38623
25710,497,846,38612
25720,494,789,38580
25730,494,818,38582
25740,495,781,38586
25750,486,787,38591
25760,490,763,38596
25770,490,819,38594
25780,487,803,38607
25790,487,828,38615
25800,481,771,38600
25810,479,740,38623
25820,473,673,38640
25830,467,725,38632
25840,465,748,38645
25850,456,694,38639
25860,449,705,38629
25870,445,760,38617
25880,436,836,38611
25890,433,798,38601
25900,435,811,38605
25910,432,841,38608
25920,435,829,38596
25930,432,782,38599
25940,432,816,38596
25950,431,830,38602
25960,434,820,38615
25970,435,789,38621
25980,434,720,38604
25990,439,799,38610
26000,442,793,38620
26010,446,803,38622
26020,451,812,38592
26030,456,820,38574
26040,464,813,38589
26050,470,841,38592
26060,475,812,38600
26070,483,808,38602
26080,484,840,38607
26090,492,825,38610
26100,497,807,38610
26110,503,766,38613
26120,507,718,38626
26130,512,723,38643
26140,517,714,38641
26150,520,696,38640
26160,520,688,38639
26170,524,775,38625
26180,523,825,38612
26190,527,818,38602
26200,530,808,38608
26210,534,840,38604
26220,538,831,38608
26230,538,812,38600
26240,536,803,38590
26250,534,850,38601
26260,522,802,38611
26270,494,778,38614
26280,463,745,38614
26290,428,820,38617
26300,407,808,38615
26310,393,802,38622
26320,392,822,38594
26330,397,840,38579
26340,404,812,38585
26350,423,807,38587
26360,443,844,38584
26370,463,826,38591
26380,480,819,38602
26390,498,809,38608
26400,514,792,38600
26410,525,747,38611
26420,538,735,38639
26430,543,706,38639
26440,554,723,38636
26450,557,728,38634
26460,560,730,38631
26470,563,747,38621
26480,563,818,38605
26490,562,827,38607
26500,564,807,38602
26510,564,815,38602
26520,567,823,38601
26530,565,850,38602
26540,566,835,38604
26550,564,818,38608
26560,563,813,38614
26570,560,788,38610
26580,561,754,38610
26590,556,850,38626
26600,557,814,38622
26610,555,829,38616
26620,557,819,38587
26630,559,811,38582
26640,557,834,38579
26650,560,839,38585
26660,565,808,38594
26670,564,812,38589
26680,568,839,38608
26690,570,817,38614
26700,574,797,38604
26710,571,741,38627
26720,574,700,38630
26730,574,707,38641
26740,569,693,38648
26750,571,726,38638
26760,567,717,38635
26770,568,736,38609
26780,564,770,38598
26790,561,819,38594
26800,561,807,38609
26810,558,827,38604
26820,561,789,38601
26830,559,782,38606
26840,558,761,38601
26850,557,798,38611
26860,554,812,38614
26870,558,787,38608
26880,557,826,38619
26890,554,786,38620
26900,555,777,38628
26910,555,834,38612
26920,554,836,38574
26930,548,839,38582
26940,549,823,38584
26950,548,849,38588
26960,546,823,38591
26970,542,814,38594
26980,541,833,38604
26990,532,861,38602
27000,535,774,38603
27010,530,735,38617
27020,529,726,38641
27030,530,728,38638
27040,525,688,38645
27050,527,712,38641
27060,523,709,38634
27070,519,775,38626
27080,517,806,38606
27090,511,808,38597
27100,509,839,38598
27110,504,802,38608
27120,499,824,38601
27130,498,818,38600
27140,492,830,38605
27150,493,802,38612
27160,490,823,38613
27170,488,786,38612
27180,488,735,38605
27190,485,796,38610
27200,484,843,38623
27210,482,836,38620
27220,481,832,38595
27230,480,822,38577
27240,478,819,38583
27250,478,853,38591
27260,477,796,38600
27270,478,825,38594
27280,478,793,38603
27290,478,782,38605
27300,479,816,38602
27310,480,744,38609
27320,476,745,38626
27330,482,696,38647
27340,481,697,38643
27350,482,686,38645
27360,478,713,38639
27370,479,735,38625
27380,482,796,38619
27390,483,801,38601
27400,481,828,38608
27410,483,815,38604
27420,481,800,38601
27430,484,713,38604
27440,483,815,38595
27450,486,821,38599
27460,488,804,38614
27470,488,806,38613
27480,490,774,38610
27490,488,803,38607
27500,489,826,38612
27510,492,815,38614
27520,490,827,38611
27530,491,856,38577
27540,493,816,38582
27550,494,831,38587
27560,500,833,38596
27570,500,827,38591
27580,503,826,38587
27590,506,812,38605
27600,507,830,38606
27610,511,862,38612
27620,510,727,38620
27630,514,742,38644
27640,513,696,38650
27650,512,704,38637
27660,512,729,38632
27670,513,640,38627
27680,514,795,38621
27690,514,743,38595
27700,511,809,38598
27710,512,805,38598
27720,512,810,38602
27730,510,784,38597
27740,511,808,38604
27750,510,869,38605
27760,514,792,38617
27770,512,814,38616
27780,514,794,38611
27790,513,724,38613
27800,512,822,38613
27810,511,709,38619
27820,513,863,38592
27830,512,850,38588
27840,511,807,38573
27850,511,798,38583
27860,512,820,38599
27870,509,819,38586
27880,508,839,38597
27890,508,818,38607
27900,505,780,38601
27910,506,741,38619
27920,507,721,38623
27930,508,708,38644
