Time,ECG,PCG,PPG
27940,504,679,38634
27950,503,725,38638
27960,503,715,38635
27970,504,737,38628
27980,501,792,38611
27990,502,825,38594
28000,500,840,38599
28010,503,829,38594
28020,500,831,38603
28030,501,809,38605
28040,502,812,38596
28050,499,812,38597
28060,503,838,38607
28070,499,788,38608
28080,504,777,38617
28090,504,869,38619
28100,503,839,38623
28110,506,833,38610
28120,505,832,38605
28130,502,847,38591
28140,503,834,38576
28150,501,810,38582
28160,502,825,38594
28170,503,862,38599
28180,502,829,38586
28190,506,844,38599
28200,503,836,38609
28210,505,800,38590
28220,506,776,38619
28230,507,722,38640
28240,510,708,38635
28250,509,733,38635
28260,509,741,38635
28270,509,731,38643
28280,507,783,38621
28290,508,854,38602
28300,509,838,38605
28310,507,830,38597
28320,509,847,38597
28330,510,822,38597
28340,513,845,38593
28350,513,813,38595
28360,515,835,38598
28370,516,816,38619
28380,517,770,38612
28390,518,749,38597
28400,517,821,38616
28410,517,814,38613
28420,517,825,38615
28430,517,853,38589
28440,520,809,38582
28450,516,817,38583
28460,515,848,38590
28470,517,833,38590
28480,515,802,38585
28490,517,822,38607
28500,518,808,38609
28510,516,818,38593
28520,518,761,38615
28530,514,724,38640
28540,514,718,38640
28550,515,697,38645
28560,515,685,38635
28570,514,721,38623
28580,512,776,38610
28590,509,814,38595
28600,507,819,38598
28610,505,827,38600
28620,506,807,38595
28630,506,827,38598
28640,508,829,38596
28650,507,839,38594
28660,509,827,38607
28670,509,802,38608
28680,505,784,38610
28690,507,833,38616
28700,507,847,38618
28710,505,817,38609
28720,508,816,38601
28730,505,822,38574
28740,505,808,38581
28750,504,816,38581
28760,503,826,38598
28770,502,833,38577
28780,503,797,38581
28790,500,844,38609
28800,502,840,38602
28810,502,797,38593
28820,506,732,38616
28830,504,715,38641
28840,504,707,38643
28850,505,721,38641
28860,501,740,38635
28870,504,732,38628
28880,504,757,38614
28890,498,811,38595
28900,502,845,38604
28910,500,839,38612
28920,500,821,38604
28930,499,824,38601
28940,501,834,38603
28950,500,805,38608
28960,497,823,38614
28970,499,836,38621
28980,499,750,38614
28990,499,797,38616
29000,503,800,38617
29010,501,817,38624
29020,500,774,38595
29030,505,788,38577
29040,504,788,38580
29050,504,802,38580
29060,501,811,38593
29070,502,796,38583
29080,503,833,38583
29090,501,796,38600
29100,505,784,38601
29110,504,733,38618
29120,506,720,38630
29130,505,708,38641
29140,501,696,38654
29150,501,683,38644
29160,501,702,38637
29170,498,745,38637
29180,498,734,38616
29190,495,808,38604
29200,496,854,38604
29210,494,805,38606
29220,495,772,38603
29230,501,814,38606
29240,496,792,38598
29250,498,797,38604
29260,495,804,38605
29270,499,786,38627
29280,502,737,38622
29290,498,806,38619
29300,499,795,38620
29310,502,802,38611
29320,499,809,38605
29330,499,796,38587
29340,499,828,38581
29350,501,793,38579
29360,500,810,38598
29370,495,799,38587
29380,499,809,38592
29390,502,775,38602
29400,501,809,38603
29410,502,755,38614
29420,502,703,38628
29430,505,701,38636
29440,502,696,38650
29450,505,681,38645
29460,504,718,38631
29470,505,738,38634
29480,507,809,38611
29490,508,779,38597
29500,508,778,38600
29510,509,848,38602
29520,507,784,38607
29530,509,797,38594
29540,507,818,38600
29550,506,800,38607
29560,507,782,38598
29570,506,812,38615
29580,507,770,38608
29590,507,819,38609
29600,505,798,38621
29610,508,821,38622
29620,504,812,38595
29630,505,791,38581
29640,503,819,38590
29650,502,808,38587
29660,502,815,38599
29670,501,810,38587
29680,501,816,38592
29690,503,799,38607
29700,500,775,38613
29710,501,791,38621
29720,501,688,38634
29730,505,715,38641
29740,505,689,38651
29750,503,692,38638
29760,504,703,38642
29770,502,727,38634
29780,501,792,38608
29790,500,823,38596
29800,501,800,38593
29810,503,810,38603
29820,502,822,38608
29830,506,821,38603
29840,503,799,38592
29850,504,885,38601
29860,506,803,38620
29870,505,785,38609
29880,505,740,38608
29890,506,800,38613
29900,507,784,38616
29910,508,810,38614
29920,504,797,38601
29930,503,791,38574
29940,504,813,38579
29950,502,779,38592
29960,507,792,38604
29970,504,810,38584
29980,505,802,38599
29990,505,805,38602
30000,504,791,38599
30010,508,758,38612
30020,507,723,38627
30030,508,688,38643
30040,509,688,38652
30050,504,696,38636
30060,506,698,38633
30070,504,708,38621
30080,499,804,38596
30090,502,793,38600
30100,499,799,38599
30110,503,800,38603
30120,502,808,38598
30130,501,790,38605
30140,504,803,38603
30150,503,819,38604
30160,504,797,38610
30170,500,750,38614
30180,500,717,38606
30190,504,809,38607
30200,502,777,38615
30210,507,801,38608
30220,504,799,38593
30230,503,806,38576
30240,507,791,38584
30250,507,806,38592
30260,506,799,38605
30270,508,807,38593
30280,506,781,38601
30290,508,778,38604
30300,506,781,38615
30310,511,705,38638
30320,508,662,38638
30330,507,725,38644
30340,509,690,38642
30350,507,691,38636
30360,509,746,38634
30370,509,733,38615
30380,505,813,38596
30390,508,800,38608
30400,507,800,38603
30410,507,770,38606
30420,509,822,38601
30430,510,806,38602
30440,512,801,38591
30450,512,797,38605
30460,513,784,38623
30470,513,745,38619
30480,514,733,38615
30490,515,818,38624
30500,515,779,38615
30510,515,809,38614
30520,519,788,38588
30530,519,825,38582
30540,521,807,38591
30550,520,813,38592
30560,522,819,38598
30570,524,801,38589
30580,525,803,38602
30590,527,798,38612
30600,525,747,38603
30610,525,692,38617
30620,528,694,38640
30630,523,683,38626
30640,526,682,38642
30650,524,727,38642
30660,523,719,38637
30670,524,755,38613
30680,522,807,38598
30690,522,796,38601
30700,521,812,38600
30710,519,798,38598
30720,521,797,38593
30730,520,800,38597
30740,520,790,38597
30750,520,781,38603
30760,521,803,38620
30770,521,752,38614
30780,520,727,38609
30790,521,798,38616
30800,522,788,38615
30810,524,846,38612
30820,521,796,38583
30830,522,835,38577
30840,521,808,38583
30850,522,815,38598
30860,520,796,38588
30870,523,826,38592
30880,519,795,38596
30890,518,802,38606
30900,518,764,38602
30910,516,704,38628
30920,520,663,38636
30930,519,708,38635
30940,518,686,38644
30950,518,700,38627
30960,514,713,38638
30970,512,789,38612
30980,513,788,38592
30990,515,818,38599
31000,513,807,38601
31010,514,793,38602
31020,515,807,38606
31030,516,775,38606
31040,514,834,38596
31050,515,758,38610
31060,514,798,38621
31070,516,736,38616
31080,512,701,38604
31090,513,810,38610
31100,516,872,38606
31110,515,800,38594
31120,515,827,38576
31130,520,820,38583
31140,515,806,38581
31150,514,874,38591
31160,514,774,38587
31170,513,807,38592
31180,510,816,38605
31190,512,845,38599
31200,514,798,38597
31210,512,768,38617
31220,511,701,38639
31230,513,694,38630
31240,512,607,38651
31250,514,703,38635
31260,513,651,38635
31270,511,792,38605
31280,508,818,38595
31290,508,812,38603
31300,508,795,38593
31310,505,840,38602
31320,506,824,38598
31330,507,838,38601
31340,503,820,38609
31350,503,692,38604
31360,500,793,38613
31370,503,758,38614
31380,504,747,38606
31390,501,812,38620
31400,502,849,38613
31410,502,781,38609
31420,503,798,38577
31430,505,815,38587
31440,503,804,38585
31450,506,801,38595
31460,505,799,38591
31470,506,809,38585
31480,506,800,38598
31490,505,785,38595
31500,507,802,38598
31510,506,709,38617
31520,506,700,38639
31530,506,688,38642
31540,503,700,38638
31550,506,722,38636
31560,503,701,38636
31570,501,791,38619
31580,502,799,38601
31590,500,816,38599
31600,499,788,38604
31610,500,824,38607
31620,499,804,38601
31630,500,807,38598
31640,498,802,38602
31650,498,806,38610
31660,497,769,38612
31670,496,787,38611
31680,495,778,38614
31690,496,830,38623
31700,496,799,38620
31710,495,812,38613
31720,491,827,38591
31730,493,799,38587
31740,495,799,38570
31750,494,800,38591
31760,493,810,38592
31770,492,791,38588
31780,496,818,38604
31790,492,770,38598
31800,490,785,38616
31810,490,748,38601
31820,489,697,38628
31830,491,708,38645
31840,489,710,38648
31850,489,699,38649
31860,491,693,38638
31870,490,764,38621
31880,491,762,38612
31890,490,773,38598
31900,492,800,38603
31910,492,814,38608
31920,490,810,38606
31930,490,807,38600
31940,492,806,38595
31950,492,819,38608
31960,490,780,38603
31970,488,763,38616
31980,489,778,38610
31990,489,792,38606
32000,490,782,38613
32010,491,812,38615
32020,490,805,38587
32030,488,804,38589
32040,492,791,38578
32050,489,811,38591
32060,491,792,38599
32070,493,796,38597
32080,491,791,38604
32090,491,820,38604
32100,488,772,38619
32110,490,756,38615
32120,486,725,38635
32130,487,690,38642
32140,490,692,38642
32150,489,703,38645
32160,493,727,38652
32170,494,716,38632
32180,492,796,38609
32190,493,781,38603
32200,491,830,38601
32210,496,790,38608
32220,496,784,38600
32230,493,806,38597
32240,495,818,38604
32250,498,805,38591
32260,499,794,38603
32270,498,798,38615
32280,497,761,38614
32290,495,825,38619
32300,497,838,38607
32310,497,812,38608
32320,500,787,38616
32330,501,801,38583
32340,502,772,38565
32350,499,827,38583
32360,500,790,38590
32370,499,819,38594
32380,498,798,38592
32390,499,803,38610
32400,497,770,38615
32410,499,801,38609
32420,501,773,38613
32430,500,700,38639
32440,500,674,38634
32450,500,660,38643
32460,504,727,38639
32470,502,686,38635
32480,504,723,38621
32490,501,776,38605
32500,499,799,38603
32510,499,789,38607
32520,500,820,38601
32530,498,804,38600
32540,505,810,38602
32550,498,795,38602
32560,501,806,38597
32570,499,772,38610
32580,499,783,38617
32590,501,718,38608
32600,498,791,38613
32610,498,798,38611
32620,498,788,38619
32630,497,828,38591
32640,500,786,38572
32650,500,809,38583
32660,498,798,38588
32670,500,803,38597
32680,497,790,38591
32690,499,824,38600
32700,498,771,38604
32710,497,775,38594
32720,498,766,38612
32730,497,694,38640
32740,501,692,38636
32750,502,691,38638
32760,502,717,38637
32770,504,704,38643
32780,501,788,38614
32790,504,789,38604
32800,501,806,38595
32810,501,819,38593
32820,500,801,38600
32830,499,810,38600
32840,501,795,38603
32850,500,802,38594
32860,501,802,38600
32870,504,778,38613
32880,502,778,38617
32890,504,745,38602
32900,503,795,38610
32910,505,780,38607
32920,509,807,38623
32930,508,815,38596
32940,509,809,38583
32950,509,805,38591
32960,507,795,38587
32970,510,848,38595
32980,507,794,38589
32990,508,804,38587
33000,510,788,38611
33010,506,774,38605
33020,505,756,38613
33030,505,692,38638
33040,505,671,38645
33050,508,659,38641
33060,504,692,38644
33070,507,700,38632
33080,504,710,38631
33090,504,815,38601
33100,502,801,38599
33110,501,811,38600
33120,500,797,38606
33130,497,811,38599
33140,494,793,38600
33150,497,818,38594
33160,498,775,38601
33170,498,793,38614
33180,496,767,38610
33190,497,738,38610
33200,497,817,38612
33210,497,793,38607
33220,498,807,38619
33230,498,808,38596
33240,498,816,38575
33250,498,791,38581
33260,497,830,38583
33270,498,794,38584
33280,500,815,38596
33290,499,789,38592
33300,502,793,38605
33310,500,819,38599
33320,500,763,38593
33330,502,713,38624
33340,498,700,38636
33350,502,687,38640
33360,501,686,38643
33370,504,726,38635
33380,502,704,38634
33390,499,836,38600
33400,499,769,38594
33410,499,809,38606
33420,500,780,38597
33430,502,809,38610
33440,500,803,38597
33450,504,807,38593
33460,502,804,38599
33470,500,788,38606
33480,501,795,38611
33490,504,732,38609
33500,503,772,38615
33510,499,782,38610
33520,504,807,38617
33530,505,775,38596
33540,505,813,38574
33550,507,808,38582
33560,508,809,38584
33570,508,799,38591
33580,506,821,38588
33590,505,800,38587
33600,507,809,38610
33610,507,794,38594
33620,509,746,38603
33630,509,693,38626
33640,509,682,38637
33650,514,689,38634
33660,514,714,38639
33670,515,716,38634
33680,515,712,38636
33690,512,794,38605
33700,514,765,38592
33710,512,815,38606
33720,513,792,38598
33730,514,785,38605
33740,513,799,38599
33750,515,797,38607
33760,513,782,38601
33770,515,815,38609
33780,516,769,38620
33790,512,763,38605
33800,512,817,38609
33810,510,781,38613
33820,511,823,38616
33830,511,773,38588
33840,510,829,38565
33850,509,803,38583
33860,508,803,38589
33870,508,801,38593
33880,509,829,38585
33890,508,792,38592
33900,508,778,38605
33910,510,803,38605
33920,509,740,38603
33930,512,660,38632
33940,516,689,38644
33950,513,702,38643
33960,514,710,38639
33970,515,717,38629
33980,519,700,38636
33990,519,840,38601
34000,519,778,38594
34010,522,805,38602
34020,523,803,38598
34030,525,805,38598
34040,527,786,38595
34050,527,827,38596
34060,528,794,38596
34070,529,791,38612
34080,529,769,38613
34090,529,730,38608
34100,529,794,38617
34110,529,795,38612
34120,528,815,38612
34130,527,791,38588
34140,527,830,38568
34150,526,792,38586
34160,527,836,38584
34170,526,774,38588
34180,528,818,38591
34190,527,802,38596
34200,529,801,38608
34210,532,769,38601
34220,530,745,38622
34230,538,696,38631
34240,540,665,38637
34250,542,696,38645
34260,544,679,38643
34270,543,689,38635
34280,541,774,38620
34290,540,819,38607
34300,536,791,38598
34310,536,798,38598
34320,532,808,38603
34330,533,791,38603
34340,532,818,38607
34350,531,799,38597
34360,531,792,38600
34370,528,774,38619
34380,529,759,38613
34390,530,741,38606
34400,527,800,38624
34410,529,800,38616
34420,526,802,38610
34430,526,787,38585
34440,524,802,38578
34450,521,816,38589
34460,520,812,38589
34470,520,829,38582
34480,515,810,38591
34490,519,800,38596
34500,512,780,38610
34510,515,796,38603
34520,511,730,38623
34530,511,688,38636
34540,512,685,38638
34550,510,676,38637
34560,509,713,38642
34570,506,706,38641
34580,505,744,38633
34590,504,802,38601
34600,502,793,38595
34610,501,800,38612
34620,501,814,38607
34630,498,793,38609
34640,498,815,38598
34650,494,795,38593
34660,496,797,38593
34670,494,804,38620
34680,493,758,38611
34690,493,738,38611
34700,492,802,38613
34710,493,785,38609
34720,490,802,38618
34730,487,796,38592
34740,489,808,38576
34750,489,812,38574
34760,488,806,38590
34770,488,795,38591
34780,483,828,38587
34790,487,784,38606
34800,484,799,38604
34810,486,789,38600
34820,486,736,38612
34830,484,687,38622
34840,488,688,38646
34850,485,689,38643
34860,484,680,38641
34870,485,711,38630
34880,483,739,38633
34890,484,791,38603
34900,482,818,38587
34910,478,803,38601
34920,481,821,38598
34930,480,792,38594
34940,481,794,38600
34950,483,804,38593
34960,485,769,38593
34970,485,793,38612
34980,486,764,38615
34990,488,735,38604
35000,486,793,38617
35010,486,810,38615
35020,487,797,38615
35030,486,806,38586
35040,488,787,38578
35050,488,806,38573
35060,490,782,38589
35070,495,833,38590
35080,494,802,38590
35090,496,809,38599
35100,497,798,38606
35110,497,758,38614
35120,501,709,38615
35130,507,693,38637
35140,509,703,38631
35150,511,710,38642
35160,512,704,38629
35170,513,715,38634
35180,512,769,38614
35190,515,796,38605
35200,516,819,38596
35210,515,824,38601
35220,518,824,38601
35230,520,788,38598
35240,519,807,38604
35250,522,804,38599
35260,524,802,38605
35270,526,803,38618
35280,523,763,38612
35290,525,814,38609
35300,525,802,38618
35310,520,821,38615
35320,522,823,38592
35330,520,818,38575
35340,517,792,38578
35350,515,827,38586
35360,510,820,38596
35370,507,806,38597
35380,502,802,38596
35390,497,778,38603
35400,490,805,38600
35410,486,793,38600
35420,484,716,38618
35430,483,712,38640
35440,485,718,38645
35450,487,720,38637
35460,487,657,38635
35470,487,720,38624
35480,485,791,38618
35490,486,816,38597
35500,487,803,38601
35510,490,799,38605
35520,492,823,38602
35530,496,788,38596
35540,497,834,38594
35550,501,843,38597
35560,499,809,38613
35570,502,727,38620
35580,504,758,38617
35590,505,839,38605
35600,508,793,38615
35610,508,818,38618
35620,511,824,38594
35630,516,803,38573
35640,515,849,38584
35650,518,795,38584
35660,520,821,38598
35670,522,799,38591
35680,520,824,38600
35690,520,834,38603
35700,522,780,38606
35710,520,742,38620
35720,524,720,38623
35730,523,739,38646
35740,521,717,38640
35750,523,712,38638
35760,524,687,38632
35770,523,769,38629
35780,525,822,38598
35790,522,818,38610
35800,524,784,38604
35810,525,823,38612
35820,524,812,38607
35830,523,792,38598
35840,522,847,38592
35850,523,790,38593
35860,520,780,38616
35870,518,761,38616
35880,514,771,38603
35890,513,830,38617
35900,511,797,38610
35910,510,761,38612
35920,508,829,38590
35930,507,817,38578
35940,506,821,38578
35950,506,808,38580
35960,506,801,38583
35970,505,825,38587
35980,504,844,38595
35990,502,792,38609
36000,503,781,38596
36010,504,737,38609
36020,502,708,38628
36030,504,760,38638
36040,503,695,38644
36050,504,691,38634
36060,504,710,38626
36070,503,788,38617
36080,506,848,38607
36090,503,820,38601
36100,504,777,38601
36110,503,815,38602
36120,505,851,38599
36130,507,777,38604
36140,507,792,38602
36150,508,806,38606
36160,509,822,38606
36170,513,820,38612
36180,512,723,38614
36190,511,797,38618
36200,511,809,38616
36210,514,824,38614
36220,516,854,38585
36230,520,814,38583
36240,520,786,38576
36250,518,786,38590
36260,521,852,38591
36270,518,803,38579
36280,517,816,38593
36290,520,780,38598
36300,521,817,38595
36310,526,726,38624
36320,523,721,38624
36330,526,706,38640
36340,526,717,38640
36350,526,709,38640
36360,526,705,38647
36370,527,754,38606
36380,526,820,38596
36390,526,802,38599
36400,528,863,38599
36410,528,794,38600
36420,528,804,38607
36430,529,799,38594
36440,529,829,38604
36450,529,861,38614
36460,532,756,38612
36470,533,752,38599
36480,527,817,38610
36490,527,822,38625
36500,526,798,38618
36510,527,808,38605
36520,524,836,38576
36530,526,818,38578
36540,526,802,38571
36550,524,818,38600
36560,525,799,38593
36570,523,842,38583
36580,522,791,38596
36590,524,779,38600
36600,520,752,38606
36610,525,723,38622
36620,522,716,38636
36630,522,685,38636
36640,518,692,38647
36650,518,658,38638
36660,516,740,38632
36670,513,756,38613
36680,511,816,38598
36690,510,830,38595
36700,510,830,38595
36710,510,800,38600
36720,508,811,38591
36730,508,793,38597
36740,511,827,38599
36750,509,801,38607
36760,510,783,38606
36770,510,772,38604
36780,506,804,38609
36790,507,818,38604
36800,510,818,38615
36810,507,815,38581
36820,511,797,38564
36830,507,811,38587
36840,508,792,38590
36850,505,850,38593
36860,503,833,38600
36870,511,835,38590
36880,504,801,38608
36890,503,803,38588
36900,502,784,38602
36910,503,710,38628
36920,503,713,38633
36930,501,682,38640
36940,503,749,38637
36950,500,696,38623
36960,503,723,38636
36970,500,812,38596
36980,502,858,38587
36990,502,811,38597
37000,500,813,38594
37010,501,798,38598
37020,503,853,38598
37030,502,815,38593
37040,504,799,38591
37050,503,725,38610
37060,503,826,38606
37070,505,732,38599
37080,503,805,38607
37090,503,801,38612
37100,502,798,38613
37110,500,829,38584
37120,503,803,38567
37130,502,815,38580
37140,502,852,38586
37150,500,833,38591
37160,498,775,38586
37170,499,815,38594
37180,495,804,38607
37190,496,867,38600
37200,495,741,38601
37210,494,718,38624
37220,494,698,38636
37230,495,727,38640
37240,497,707,38637
37250,496,715,38630
37260,495,758,38625
37270,496,827,38606
37280,494,839,38587
37290,497,786,38599
37300,499,844,38596
37310,495,856,38598
37320,498,844,38597
37330,498,792,38596
37340,499,827,38599
37350,501,810,38604
37360,499,818,38605
37370,503,796,38605
37380,502,806,38602
37390,504,801,38606
37400,509,841,38608
37410,511,840,38580
37420,520,806,38580
37430,524,828,38583
37440,528,821,38578
37450,531,805,38592
37460,533,816,38598
37470,537,822,38593
37480,536,846,38600
37490,537,819,38591
37500,535,769,38611
37510,534,726,38624
37520,534,687,38637
37530,528,739,38647
37540,527,710,38641
37550,530,673,38627
37560,526,744,38620
37570,526,842,38601
37580,523,772,38589
37590,521,790,38604
37600,520,832,38597
37610,516,820,38594
37620,515,777,38597
37630,512,805,38593
37640,511,828,38592
37650,509,836,38606
37660,505,754,38610
37670,506,758,38606
37680,502,851,38607
37690,501,834,38602
37700,501,795,38611
37710,498,832,38586
37720,499,829,38574
37730,500,798,38569
37740,495,826,38581
37750,498,820,38590
37760,495,861,38596
37770,493,820,38594
37780,492,804,38600
37790,491,776,38592
37800,493,805,38594
37810,493,703,38610
37820,492,698,38636
37830,494,671,38639
37840,492,686,38636
37850,493,719,38633
37860,491,734,38630
37870,490,787,38603
37880,486,780,38596
37890,488,805,38602
37900,487,761,38600
37910,486,823,38599
37920,488,785,38598
37930,484,800,38594
37940,485,790,38590
37950,485,775,38608
37960,481,755,38614
37970,480,751,38607
37980,477,801,38606
37990,474,817,38610
38000,471,781,38619
38010,469,774,38595
38020,465,819,38581
38030,463,777,38576
38040,459,824,38578
38050,460,826,38586
38060,457,805,38578
38070,451,777,38591
38080,449,829,38607
38090,444,814,38606
38100,444,772,38602
38110,444,715,38620
38120,444,693,38625
38130,445,694,38638
38140,444,686,38636
38150,445,692,38638
38160,449,702,38633
38170,452,739,38613
38180,453,784,38595
38190,451,832,38600
38200,455,823,38607
38210,458,770,38602
38220,459,795,38606
38230,462,773,38604
38240,464,781,38585
38250,468,794,38604
38260,468,764,38605
38270,468,747,38611
38280,468,774,38617
38290,471,801,38613
38300,473,833,38616
38310,474,811,38596
38320,474,772,38581
38330,478,823,38573
38340,478,764,38588
38350,482,783,38588
38360,484,794,38575
38370,489,793,38587
38380,491,796,38599
38390,494,784,38604
38400,496,769,38590
38410,501,724,38622
38420,503,703,38634
38430,508,683,38649
38440,508,683,38636
38450,514,670,38639
38460,515,737,38632
38470,513,776,38605
38480,516,833,38592
38490,515,790,38606
38500,517,783,38598
38510,520,779,38604
38520,518,780,38606
38530,521,817,38603
38540,518,770,38597
38550,521,805,38615
38560,524,745,38622
38570,522,743,38612
38580,523,811,38611
38590,522,825,38617
38600,523,786,38611
38610,524,789,38594
38620,520,788,38574
38630,524,788,38575
38640,523,817,38593
38650,526,784,38588
38660,528,791,38583
38670,530,816,38589
38680,530,808,38606
38690,530,810,38616
38700,533,747,38620
38710,537,684,38636
38720,534,716,38644
38730,534,700,38653
38740,535,685,38635
38750,536,722,38637
38760,536,774,38618
38770,535,796,38592
38780,536,774,38593
38790,536,813,38604
38800,535,811,38602
38810,538,785,38603
38820,534,801,38600
38830,533,827,38597
38840,536,801,38605
38850,536,772,38612
38860,534,755,38613
38870,535,747,38603
38880,535,801,38614
38890,533,810,38618
38900,533,816,38604
38910,536,798,38579
38920,537,772,38574
38930,535,789,38580
38940,539,832,38589
38950,535,796,38595
38960,538,789,38592
38970,542,785,38596
38980,541,817,38605
38990,540,773,38615
39000,541,729,38623
39010,539,707,38632
39020,539,711,38638
39030,538,672,38642
39040,538,724,38646
39050,539,724,38634
39060,538,766,38616
39070,537,793,38598
39080,535,775,38599
39090,535,820,38608
39100,534,809,38605
39110,532,782,38595
39120,532,794,38602
39130,533,819,38590
39140,533,768,38608
39150,534,774,38616
39160,532,791,38609
39170,532,730,38600
39180,528,802,38614
39190,529,783,38612
39200,534,821,38615
39210,530,821,38580
39220,531,813,38569
39230,528,792,38583
39240,531,848,38590
39250,531,804,38587
39260,531,773,38588
39270,530,797,38602
39280,527,808,38610
39290,527,801,38607
39300,524,747,38624
39310,525,712,38637
39320,524,703,38634
39330,522,709,38644
39340,520,674,38635
39350,517,731,38627
39360,516,768,38623
39370,514,799,38593
39380,512,789,38608
39390,511,823,38603
39400,510,825,38601
39410,509,789,38598
39420,507,798,38597
39430,507,804,38604
39440,506,825,38603
39450,502,785,38615
39460,505,767,38611
39470,508,808,38618
39480,504,784,38618
39490,505,771,38611
39500,506,808,38609
39510,506,821,38589
39520,508,789,38570
39530,504,797,38581
39540,505,812,38600
39550,507,799,38587
39560,504,801,38591
39570,505,793,38612
39580,506,794,38618
39590,506,773,38618
39600,504,689,38619
39610,504,730,38647
39620,505,710,38645
39630,504,685,38646
39640,504,684,38645
39650,504,736,38628
39660,504,758,38615
39670,502,811,38604
39680,503,808,38607
39690,502,812,38609
39700,505,795,38605
39710,500,786,38599
39720,502,821,38600
39730,500,811,38599
39740,499,795,38600
39750,499,772,38620
39760,499,787,38617
39770,500,786,38621
39780,500,816,38613
39790,499,814,38611
39800,500,832,38599
39810,501,785,38589
39820,501,785,38582
39830,495,808,38591
39840,498,811,38595
39850,500,790,38598
39860,499,795,38598
39870,500,787,38602
39880,498,778,38613
39890,497,814,38611
39900,497,728,38627
39910,500,684,38644
39920,501,701,38639
39930,502,668,38637
39940,502,665,38627
39950,501,705,38624
39960,499,781,38611
39970,499,799,38594
39980,497,815,38603
39990,497,771,38602
40000,499,790,38601
40010,497,812,38601
40020,500,816,38599
40030,497,786,38593
40040,499,769,38605
40050,499,817,38606
40060,500,741,38608
40070,498,798,38613
40080,498,811,38617
40090,496,856,38616
40100,495,772,38596
40110,496,787,38582
40120,492,796,38581
40130,494,817,38581
40140,493,786,38592
40150,495,819,38579
40160,495,769,38591
40170,493,797,38607
40180,494,789,38619
40190,493,755,38616
40200,494,727,38615
40210,494,669,38643
40220,493,667,38638
40230,494,722,38635
40240,491,721,38628
40250,492,773,38628
40260,494,777,38612
40270,490,778,38592
40280,493,776,38598
40290,492,806,38591
40300,490,821,38598
40310,490,827,38600
40320,491,828,38587
40330,492,779,38596
40340,492,788,38613
40350,491,787,38609
40360,492,743,38611
40370,494,821,38613
40380,495,791,38610
40390,493,794,38616
40400,494,834,38601
40410,494,794,38579
40420,494,776,38583
40430,496,814,38579
40440,495,789,38591
40450,494,782,38577
40460,496,821,38580
40470,489,813,38593
40480,490,783,38599
40490,490,764,38602
40500,488,742,38620
40510,489,665,38645
40520,492,692,38639
40530,492,697,38635
40540,490,701,38636
40550,493,720,38631
40560,494,747,38610
40570,495,824,38595
40580,496,793,38599
40590,498,794,38602
40600,499,811,38597
40610,501,796,38606
40620,500,788,38602
40630,503,803,38610
40640,505,774,38599
40650,506,809,38607
40660,507,752,38614
40670,506,796,38619
40680,505,804,38622
40690,510,811,38617
40700,509,811,38605
40710,510,814,38579
40720,509,789,38580
40730,509,792,38583
40740,508,845,38593
40750,506,795,38583
40760,507,795,38593
40770,504,784,38597
40780,502,792,38602
40790,500,743,38602
40800,503,756,38614
40810,498,671,38644
40820,503,690,38642
40830,507,698,38637
40840,508,725,38633
40850,508,709,38632
40860,507,769,38617
40870,506,797,38608
40880,508,816,38610
40890,507,800,38604
40900,506,796,38605
40910,509,840,38609
40920,508,781,38601
40930,506,806,38601
40940,505,771,38608
40950,502,781,38616
40960,500,711,38621
40970,502,818,38618
40980,503,774,38618
40990,506,797,38620
41000,507,797,38607
41010,505,801,38578
41020,507,798,38576
41030,512,811,38585
41040,514,821,38601
41050,514,814,38599
41060,514,801,38593
41070,515,787,38605
41080,515,841,38608
41090,518,765,38601
41100,518,726,38630
41110,515,675,38647
41120,513,693,38640
41130,515,678,38639
41140,514,712,38633
41150,512,723,38639
41160,513,741,38608
41170,512,810,38595
41180,511,786,38608
41190,514,793,38597
41200,514,812,38604
41210,517,812,38597
41220,515,822,38596
41230,518,800,38604
41240,520,783,38606
41250,521,799,38617
41260,520,737,38603
41270,517,786,38616
41280,519,813,38616
41290,520,796,38630
41300,521,785,38605
41310,523,809,38575
41320,520,808,38577
41330,519,792,38579
41340,524,806,38590
41350,521,793,38591
41360,521,855,38590
41370,522,766,38606
41380,520,813,38607
41390,519,765,38609
41400,522,704,38618
41410,523,681,38641
41420,522,731,38641
41430,519,677,38637
41440,520,719,38630
41450,517,728,38638
41460,518,739,38608
41470,519,806,38597
41480,519,813,38601
41490,519,805,38596
41500,518,817,38596
41510,517,815,38598
41520,517,800,38598
41530,516,790,38595
41540,514,804,38610
41550,516,788,38609
41560,517,755,38612
41570,517,816,38619
41580,516,796,38618
41590,516,820,38614
41600,519,782,38613
41610,518,798,38568
41620,519,807,38573
41630,515,796,38591
41640,514,788,38588
41650,513,806,38597
41660,509,801,38593
41670,507,797,38598
41680,502,791,38607
41690,503,771,38599
41700,502,725,38620
41710,499,691,38648
41720,500,706,38639
41730,499,697,38632
41740,499,704,38632
41750,500,698,38628
41760,499,789,38623
41770,496,794,38586
41780,496,804,38596
41790,499,793,38602
41800,494,807,38601
41810,493,782,38597
41820,496,818,38600
41830,492,784,38593
41840,493,802,38600
41850,493,785,38615
41860,492,737,38609
41870,494,806,38613
41880,494,783,38613
41890,494,796,38611
41900,493,814,38608
41910,493,796,38586
